,geneSymbol,prob,probSD,SNR,pval_prob,qval_prob,pval_MutSig,qval_MutSig,protLength,uniquePosNdMAF,uniquePosNdMAFtumor,uniquePosNExactMatch,uniquePosNExactMatchtumor,casesN,SNRcorrected,MutSigPass,probPass,tumorType
1,ACTN1,0.5,0.351827774,1.421149882,0.037248138,0.065900551,0.9097721,1,892,31,2,2,1,2,1.421149882,0,0,BLCA
2,CTNNB1,1,0,Inf,0.000349983,0.002683199,0.5449774,1,781,61,3,5,3,3,15.17705019,0,1,BLCA
3,DYSF,0.333333333,0.278369939,1.197447304,0.024348783,0.065900551,0.9859428,1,2080,148,3,1,1,3,1.197447304,0,0,BLCA
4,FGFR3,0.764705882,0.106689093,7.167610702,0.000134928,0.001551678,0.000202227,0.2243767,806,40,7,5,3,13,7.167610702,0,1,BLCA
5,HRAS,0.6,0.218364015,2.747705483,0.060946953,0.077876662,0.0225595,1,189,8,4,2,2,5,2.747705483,0,0,BLCA
6,MYO7A,0.25,0.217442593,1.149728747,0.032248388,0.065900551,0.9999283,1,2215,75,4,2,1,4,1.149728747,0,0,BLCA
7,NR3C2,0.5,0.372233203,1.343243955,0.03579821,0.065900551,0.8969449,1,984,59,2,3,1,2,1.343243955,0,0,BLCA
8,NRAS,0.5,0.355001445,1.408444971,0.175891205,0.18388626,0.1778445,1,189,13,2,1,1,2,1.408444971,0,0,BLCA
9,PIK3CA,0.791666667,0.085721849,9.235296209,4.39E-05,0.001008639,5.20E-05,0.07541333,1068,85,9,13,4,24,9.235296209,0,1,BLCA
10,RB1,0.076923077,0.076939399,0.999787855,0.202839858,0.202839858,3.90E-12,1.47E-08,928,113,11,1,1,12,0.999787855,1,0,BLCA
11,SEMA3A,0.25,0.219170677,1.140663537,0.085895705,0.103979012,0.2232416,1,771,73,4,2,1,4,1.140663537,0,0,BLCA
12,SOS1,0.5,0.255663453,1.955696028,0.002299885,0.013224339,0.7337451,1,1333,77,4,5,2,3,1.955696028,0,0,BLCA
13,TGM1,0.333333333,0.276616994,1.205035629,0.060146993,0.077876662,0.6946343,1,817,39,3,3,1,3,1.205035629,0,0,BLCA
14,TP53,0.403508772,0.065888957,6.124072885,0.112894355,0.123646199,4.44E-16,7.33E-12,393,235,32,34,9,50,6.124072885,1,0,BLCA
15,TP63,0.25,0.221014219,1.131148945,0.09699515,0.111544423,0.01519109,1,680,70,4,2,1,4,1.131148945,0,0,BLCA
16,ARID1A,NA,NA,NA,NA,NA,1.89E-15,9.42E-12,NA,NA,NA,NA,NA,NA,NA,1,0,BLCA
17,CDKN1A,NA,NA,NA,NA,NA,2.00E-15,9.42E-12,NA,NA,NA,NA,NA,NA,NA,1,0,BLCA
18,FBXW7,NA,NA,NA,NA,NA,1.52E-05,0.0293228,NA,NA,NA,NA,NA,NA,NA,1,0,BLCA
19,CDKN2A,NA,NA,NA,NA,NA,1.55E-05,0.0293228,NA,NA,NA,NA,NA,NA,NA,1,0,BLCA
20,HLA-A,NA,NA,NA,NA,NA,2.70E-05,0.04629204,NA,NA,NA,NA,NA,NA,NA,1,0,BLCA
21,ACADVL,0.25,0.212360624,1.177242728,0.063896805,0.07540123,0.664505,1,655,22,4,2,1,4,1.177242728,0,0,BRCA
22,ACTA2,1,0,Inf,0.00319984,0.03519824,0.7797104,1,377,23,2,2,2,2,45.92806747,0,1,BRCA
23,AKT1,0.916666667,0.077802397,11.78198494,0.021048948,0.061427698,0.7918961,1,480,15,2,1,1,12,11.78198494,0,1,BRCA
24,CBS,0.5,0.355119853,1.407975351,0.039098045,0.066986651,0.9156808,1,551,26,2,3,1,2,1.407975351,0,0,BRCA
25,COL1A1,0.142857143,0.129792964,1.100653982,0.048897555,0.070157362,0.5976333,1,1464,93,7,2,1,5,1.100653982,0,0,BRCA
26,COL1A2,0.166666667,0.154536829,1.078491563,0.04359782,0.06851086,0.3678557,1,1366,152,6,6,1,6,1.078491563,0,0,BRCA
27,CPS1,0.142857143,0.13407863,1.065472868,0.048497575,0.070157362,0.4660695,1,1500,150,7,8,1,7,1.065472868,0,0,BRCA
28,DNAL1,0.5,0.346161202,1.444413751,0.111044448,0.111044448,0.1714301,1,190,11,2,1,1,2,1.444413751,0,0,BRCA
29,FGFR2,0.571428571,0.187130582,3.053635415,0.011899405,0.061427698,0.06856216,1,821,70,4,5,1,7,3.053635415,0,1,BRCA
30,HNF1A,0.2,0.181806748,1.100069178,0.067296635,0.07540123,0.5976459,1,631,32,4,3,1,5,1.100069178,0,0,BRCA
31,KCNA1,0.25,0.215887952,1.158008116,0.083345833,0.088722983,0.0590925,1,495,14,4,1,1,4,1.158008116,0,0,BRCA
32,KRAS,1,0,Inf,0.05779711,0.074373204,0.01189561,1,189,20,1,4,1,5,45.92806747,0,0,BRCA
33,KRT17,0.25,0.217506889,1.149388882,0.096245188,0.09925285,0.9735239,1,432,23,4,1,1,4,1.149388882,0,0,BRCA
34,LRRK2,0.166666667,0.143660381,1.160143568,0.02419879,0.061427698,0.9645292,1,2527,175,6,2,1,6,1.160143568,0,0,BRCA
35,MPI,0.5,0.352396344,1.418856945,0.051047448,0.07019024,0.6738807,1,423,17,2,3,1,2,1.418856945,0,0,BRCA
36,NPC1,0.2,0.173150169,1.155066734,0.040497975,0.066986651,0.5371764,1,1278,58,5,6,1,5,1.155066734,0,0,BRCA
37,PIK3CA,0.787535411,0.021773178,36.16997948,1.00E-04,0.001649918,0,0,1068,85,35,13,10,322,36.16997948,1,1,BRCA
38,POLE,0.142857143,0.130993442,1.09056714,0.033098345,0.066986651,0.9997044,1,2286,120,7,1,1,7,1.09056714,0,0,BRCA
39,POLR3B,0.5,0.350489076,1.426577984,0.017849108,0.061427698,0.9999926,1,1133,62,2,1,1,2,1.426577984,0,0,BRCA
40,PTEN,0.192307692,0.077993999,2.465672943,0.068546573,0.07540123,0,0,403,193,23,14,4,25,2.465672943,1,0,BRCA
41,RET,0.5,0.349083958,1.432320188,0.018899055,0.061427698,0.7799066,1,1114,60,2,2,1,2,1.432320188,0,0,BRCA
42,RUNX2,0.333333333,0.269259996,1.23796085,0.05859707,0.074373204,0.2192758,1,521,46,3,3,1,3,1.23796085,0,0,BRCA
43,SCN4A,0.25,0.212461502,1.176683764,0.022948853,0.061427698,1,1,1836,94,4,3,1,4,1.176683764,0,0,BRCA
44,STAT3,0.333333333,0.264586481,1.259827531,0.04039798,0.066986651,0.7117275,1,770,42,3,1,1,3,1.259827531,0,0,BRCA
45,TGM1,0.333333333,0.272511848,1.223188409,0.04059797,0.066986651,0.335511,1,817,39,3,3,1,3,1.223188409,0,0,BRCA
46,TP53,0.487455197,0.029994433,16.25152232,1.32E-05,0.000434039,0,0,393,235,100,34,25,275,16.25152232,1,1,BRCA
47,ANXA13,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
48,AXIN1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
49,CASP8,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
50,CCDC85A,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
51,CDH1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
52,CDKN1B,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
53,CTCF,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
54,DDAH1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
55,DEAF1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
56,FAM169A,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
57,FZD2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
58,GATA3,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
59,HS6ST1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
60,HYAL2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
61,IL27RA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
62,MAP2K4,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
63,MAP3K1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
64,PTHLH,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
65,RAD54L,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
66,RPL5,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
67,RUNX1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
68,TCF4,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
69,TCTN1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
70,THEM5,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
71,TPST1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
72,ARID1A,NA,NA,NA,NA,NA,1.08E-10,2.21E-08,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
73,TBX3,NA,NA,NA,NA,NA,3.33E-10,6.76E-08,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
74,NCOR1,NA,NA,NA,NA,NA,1.15E-07,2.30E-05,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
75,TBL1XR1,NA,NA,NA,NA,NA,1.38E-05,0.002745893,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
76,ACTG1,NA,NA,NA,NA,NA,5.83E-05,0.01121141,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
77,POM121,NA,NA,NA,NA,NA,7.84E-05,0.01478995,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
78,FRG1,NA,NA,NA,NA,NA,0.000133375,0.02461214,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
79,FAM86B1,NA,NA,NA,NA,NA,0.0001344,0.02461214,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
80,HRNR,NA,NA,NA,NA,NA,0.000238663,0.04243602,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
81,WSCD2,NA,NA,NA,NA,NA,0.00024073,0.04243602,NA,NA,NA,NA,NA,NA,NA,1,0,BRCA
82,AQP2,0.5,0.361757679,1.382140666,0.17939103,0.17939103,0.06223795,1,271,3,2,3,1,2,1.382140666,0,0,CESC
83,BBS12,0.5,0.359277163,1.391683221,0.07159642,0.10739463,0.1665333,1,710,29,2,3,1,2,1.391683221,0,0,CESC
84,PIK3CA,0.909090909,0.085273253,10.66091505,0.00019999,0.00179991,6.78E-05,0.4263974,1068,85,4,13,3,9,10.66091505,0,1,CESC
85,SCN5A,0.25,0.215887807,1.158008893,0.049447528,0.10739463,0.8680955,1,2016,112,4,12,1,4,1.158008893,0,0,CESC
86,ABCA12,0.03030303,0.03099765,0.977591199,0.12419379,0.146893989,NA,1,2595,169,33,3,1,22,0.977591199,0,0,COAD/READ
87,ABCA4,0.166666667,0.108418032,1.537259651,0.00299985,0.0377124,NA,1,2273,131,12,8,2,9,1.537259651,0,0,COAD/READ
88,ABCC9,0.1,0.095541814,1.046662144,0.065096745,0.125852041,NA,1,1549,152,10,2,1,6,1.046662144,0,0,COAD/READ
89,ADSL,0.142857143,0.133284296,1.071822769,0.143942803,0.158337083,NA,1,484,30,7,4,1,7,1.071822769,0,0,COAD/READ
90,ALDH3A2,0.25,0.224973444,1.111242267,0.081045948,0.132889652,NA,1,485,19,4,1,1,4,1.111242267,0,0,COAD/READ
91,ATP2A1,0.166666667,0.157795171,1.056221592,0.06079696,0.12339383,NA,1,1001,48,6,1,1,4,1.056221592,0,0,COAD/READ
92,BBS12,0.25,0.217669773,1.148528785,0.055047248,0.121873906,NA,1,710,29,4,3,1,4,1.148528785,0,0,COAD/READ
93,BICD2,0.166666667,0.152273031,1.09452518,0.061696915,0.12339383,NA,1,824,43,5,1,1,5,1.09452518,0,0,COAD/READ
94,BRAF,0.869565217,0.072135777,12.05456232,0.01259937,0.069296535,NA,0.6778567,766,53,4,5,1,22,12.05456232,0,0,COAD/READ
95,CACNA1A,0.176470588,0.092623402,1.90524839,0.000849958,0.018332417,NA,1,2505,107,15,3,2,10,1.90524839,0,0,COAD/READ
96,CAPN3,0.333333333,0.200234542,1.664714443,0.005049748,0.050353038,NA,1,821,46,6,5,2,6,1.664714443,0,0,COAD/READ
97,CBS,0.5,0.357048293,1.40037079,0.0359982,0.11565136,NA,1,551,26,2,3,1,2,1.40037079,0,0,COAD/READ
98,CHRNE,0.2,0.179296702,1.115469487,0.10499475,0.139429648,NA,1,493,15,5,2,1,5,1.115469487,0,0,COAD/READ
99,COL1A1,0.090909091,0.086094359,1.055923893,0.074296285,0.129146484,NA,1,1464,93,11,2,1,8,1.055923893,0,0,COAD/READ
100,COL2A1,0.111111111,0.102783466,1.081021247,0.060096995,0.12339383,NA,1,1487,76,9,3,1,9,1.081021247,0,0,COAD/READ
101,CPS1,0.076923077,0.074986163,1.025830279,0.081245938,0.132889652,NA,1,1500,150,13,8,1,10,1.025830279,0,0,COAD/READ
102,CRB1,0.2,0.123799541,1.615514876,0.005149743,0.050353038,NA,1,1406,114,10,4,2,8,1.615514876,0,0,COAD/READ
103,CTNNB1,0.083333333,0.079205007,1.052122036,0.15219239,0.160898932,NA,0.05426173,781,61,12,5,1,11,1.052122036,0,0,COAD/READ
104,CTSC,0.166666667,0.149509263,1.114758132,0.130543473,0.1511556,NA,1,463,19,6,1,1,6,1.114758132,0,0,COAD/READ
105,DHODH,0.25,0.219255725,1.140221081,0.09719514,0.133643318,NA,1,395,14,4,1,1,4,1.140221081,0,0,COAD/READ
106,EDNRB,0.083333333,0.080607358,1.033817947,0.244387781,0.244387781,NA,1,442,43,11,1,1,10,1.033817947,0,0,COAD/READ
107,EIF2B5,0.2,0.183708761,1.088679706,0.068096595,0.125852041,NA,1,721,30,5,1,1,5,1.088679706,0,0,COAD/READ
108,ERCC2,0.25,0.220332241,1.134650105,0.05379731,0.121873906,NA,1,760,30,4,1,1,4,1.134650105,0,0,COAD/READ
109,F5,0.047619048,0.049066125,0.970507616,0.094895255,0.132901291,NA,1,2224,172,21,1,1,14,0.970507616,0,0,COAD/READ
110,F7,0.333333333,0.279215698,1.193820176,0.06759662,0.125852041,NA,1,466,18,3,2,1,3,1.193820176,0,0,COAD/READ
111,FBN1,0.090909091,0.048856938,1.860720183,0.001249938,0.018332417,NA,1,2871,180,33,7,3,16,1.860720183,0,0,COAD/READ
112,GCDH,0.2,0.183284569,1.091199336,0.109544523,0.139429648,NA,1,438,29,5,2,1,4,1.091199336,0,0,COAD/READ
113,GJA1,0.428571429,0.174868018,2.450827964,0.008949553,0.05625433,NA,1,382,33,6,3,2,5,2.450827964,0,1,COAD/READ
114,GLB1,1,0,Inf,0.001049948,0.018332417,NA,1,677,28,2,5,2,2,56.5383931,0,1,COAD/READ
115,GNAO1,0.2,0.178273783,1.121869953,0.138043098,0.15776354,NA,1,354,24,5,1,1,5,1.121869953,0,0,COAD/READ
116,GRIN2A,0.045454545,0.042637015,1.066081802,0.1479926,0.158821327,NA,1,1464,170,22,5,1,19,1.066081802,0,0,COAD/READ
117,HMBS,0.5,0.359592905,1.390461251,0.054047298,0.121873906,NA,1,361,16,2,2,1,2,1.390461251,0,0,COAD/READ
118,HNF1A,0.5,0.350231941,1.427625358,0.03179841,0.113514324,NA,1,631,32,2,3,1,2,1.427625358,0,0,COAD/READ
119,HSD3B7,0.5,0.356820783,1.401263671,0.054647268,0.121873906,NA,1,369,16,2,1,1,2,1.401263671,0,0,COAD/READ
120,IDH2,0.142857143,0.132235166,1.080326413,0.155692215,0.160898932,NA,1,452,16,7,1,1,7,1.080326413,0,0,COAD/READ
121,KCNE1,0.333333333,0.273612413,1.218268314,0.232938353,0.235615805,NA,1,129,12,3,1,1,3,1.218268314,0,0,COAD/READ
122,KIF5A,0.1,0.095491511,1.047213508,0.095145243,0.132901291,NA,1,1032,41,10,3,1,6,1.047213508,0,0,COAD/READ
123,KLKB1,0.142857143,0.134411815,1.06283174,0.106544673,0.139429648,NA,1,638,45,7,1,1,5,1.06283174,0,0,COAD/READ
124,KRAS,0.8125,0.040251126,20.18577073,0.006849658,0.050964118,NA,4.19E-12,189,20,8,4,2,96,20.18577073,1,1,COAD/READ
125,LRP5,0.4,0.218585497,1.829947572,0.000699965,0.018332417,NA,1,1615,65,5,2,2,5,1.829947572,0,0,COAD/READ
126,MEFV,0.5,0.351854447,1.421042152,0.024248788,0.101613967,NA,1,781,59,2,4,1,2,1.421042152,0,0,COAD/READ
127,MUTYH,0.5,0.359728237,1.38993815,0.03679816,0.11565136,NA,1,546,24,2,1,1,2,1.38993815,0,0,COAD/READ
128,MYOT,0.125,0.116025695,1.077347563,0.157142143,0.160898932,NA,1,498,22,8,2,1,6,1.077347563,0,0,COAD/READ
129,NF1,0.090909091,0.08787474,1.034530413,0.039048048,0.117767445,NA,1,2839,234,11,4,1,8,1.034530413,0,0,COAD/READ
130,NOTCH3,0.071428571,0.069493303,1.027848277,0.05959702,0.12339383,NA,1,2321,114,14,4,1,13,1.027848277,0,0,COAD/READ
131,NPC1,0.285714286,0.169997302,1.680698941,0.007849608,0.053135805,NA,1,1278,58,6,6,1,6,1.680698941,0,0,COAD/READ
132,NR3C2,0.1,0.097735675,1.02316784,0.09159542,0.132901291,NA,1,984,59,9,3,1,10,1.02316784,0,0,COAD/READ
133,NRAS,0.1,0.067855596,1.473717809,0.157242138,0.160898932,NA,0.0806786,189,13,5,1,1,20,1.473717809,0,0,COAD/READ
134,PHKG2,0.333333333,0.265469242,1.255638247,0.07319634,0.129146484,NA,1,406,17,3,1,1,3,1.255638247,0,0,COAD/READ
135,PIK3CA,0.698113208,0.062418414,11.1844112,0,0,NA,0,1068,85,20,13,9,45,11.1844112,1,1,COAD/READ
136,PKHD1,0.021276596,0.021041004,1.011196795,0.112494375,0.139429648,NA,1,4074,194,47,4,1,26,1.011196795,0,0,COAD/READ
137,PROS1,0.166666667,0.151129658,1.102805822,0.089295535,0.132901291,NA,1,676,72,6,2,1,4,1.102805822,0,0,COAD/READ
138,PRPH2,0.25,0.207160966,1.206791054,0.117144143,0.143176175,NA,1,346,21,4,1,1,4,1.206791054,0,0,COAD/READ
139,PTEN,0.416666667,0.145238036,2.868853626,0.011299435,0.066290019,NA,8.78E-08,403,193,9,14,2,8,2.868853626,1,0,COAD/READ
140,PTPN11,0.4,0.212975582,1.878149579,0.006949653,0.050964118,NA,1,597,43,5,7,2,5,1.878149579,0,0,COAD/READ
141,RAF1,0.333333333,0.191331364,1.742178206,0.016649168,0.08139593,NA,1,648,27,5,2,1,5,1.742178206,0,0,COAD/READ
142,RAG1,0.1,0.096686857,1.034266734,0.093445328,0.132901291,NA,1,1043,77,10,4,1,9,1.034266734,0,0,COAD/READ
143,RDH12,0.333333333,0.279013468,1.194685461,0.094845258,0.132901291,NA,1,316,16,3,2,1,3,1.194685461,0,0,COAD/READ
144,RNF135,0.5,0.361757679,1.382140666,0.04679766,0.121873906,NA,1,432,10,2,1,1,2,1.382140666,0,0,COAD/READ
145,RUNX1,0.333333333,0.270657286,1.231569777,0.068646568,0.125852041,NA,1,453,44,3,1,1,3,1.231569777,0,0,COAD/READ
146,RYR2,0.016949153,0.017687096,0.958277849,0.11159442,0.139429648,NA,1,4967,623,59,4,1,29,0.958277849,0,0,COAD/READ
147,SAMHD1,0.2,0.186416714,1.072865173,0.081545923,0.132889652,NA,1,626,44,5,1,1,5,1.072865173,0,0,COAD/READ
148,SCN4A,0.071428571,0.065991556,1.082389558,0.074846258,0.129146484,NA,1,1836,94,14,3,1,11,1.082389558,0,0,COAD/READ
149,SCN5A,0.125,0.081492429,1.533884819,0.014949253,0.077384366,NA,1,2016,112,15,12,2,12,1.533884819,0,0,COAD/READ
150,SEC23B,0.5,0.359144797,1.392196141,0.025848708,0.10339483,NA,1,767,40,2,2,1,2,1.392196141,0,0,COAD/READ
151,SLC12A3,0.2,0.178845592,1.118283084,0.046047698,0.121873906,NA,1,1021,36,5,3,1,5,1.118283084,0,0,COAD/READ
152,SLC26A4,0.25,0.218197268,1.145752203,0.050447478,0.121873906,NA,1,780,37,4,1,1,3,1.145752203,0,0,COAD/READ
153,SLC37A4,0.5,0.351697941,1.421674517,0.044247788,0.121873906,NA,1,429,13,2,2,1,2,1.421674517,0,0,COAD/READ
154,SLC3A1,0.25,0.219478748,1.139062447,0.05539723,0.121873906,NA,1,685,31,4,2,1,4,1.139062447,0,0,COAD/READ
155,SLC45A2,0.2,0.181409342,1.102479056,0.092045398,0.132901291,NA,1,530,37,5,2,1,4,1.102479056,0,0,COAD/READ
156,SLC7A9,0.166666667,0.15191068,1.097135941,0.120843958,0.145674908,NA,1,487,25,6,2,1,6,1.097135941,0,0,COAD/READ
157,SMAD4,0.24137931,0.080544039,2.996861248,0.019349033,0.085575721,NA,0,552,55,21,1,1,25,2.996861248,1,0,COAD/READ
158,TECTA,0.04,0.041958385,0.95332553,0.110944453,0.139429648,NA,1,2155,133,24,1,1,20,0.95332553,0,0,COAD/READ
159,TGFBR1,0.333333333,0.158348187,2.105065681,0.005899705,0.050964118,NA,1,503,24,8,2,2,7,2.105065681,0,1,COAD/READ
160,TGFBR2,0.041666667,0.039803959,1.046797033,0.12519374,0.146893989,NA,1,567,46,7,3,1,23,1.046797033,0,0,COAD/READ
161,TGM1,0.333333333,0.275815693,1.208536504,0.03659817,0.11565136,NA,1,817,39,3,3,1,3,1.208536504,0,0,COAD/READ
162,TNNT2,0.333333333,0.268823444,1.23997122,0.102094895,0.138220781,NA,1,298,20,3,1,1,3,1.23997122,0,0,COAD/READ
163,TOR1A,0.2,0.180420485,1.108521571,0.146692665,0.158821327,NA,1,332,15,5,1,1,5,1.108521571,0,0,COAD/READ
164,TP53,0.619834711,0.044465061,13.93981459,0.00019999,0.00879956,NA,0,393,235,58,34,20,119,13.93981459,1,1,COAD/READ
165,TP63,0.1,0.092745845,1.078215416,0.143892805,0.158337083,NA,1,680,70,10,2,1,9,1.078215416,0,0,COAD/READ
166,TRPS1,0.052631579,0.049509194,1.063066768,0.140242988,0.158222858,NA,1,1281,118,18,1,1,17,1.063066768,0,0,COAD/READ
167,UBIAD1,1,0,Inf,0.032248388,0.113514324,NA,1,338,15,1,1,1,2,56.5383931,0,0,COAD/READ
168,USH2A,0.019230769,0.018433219,1.043266996,0.09319534,0.132901291,NA,1,5202,508,50,5,1,26,1.043266996,0,0,COAD/READ
169,WDR62,0.166666667,0.152486163,1.092995349,0.040147993,0.117767445,NA,1,1518,69,6,1,1,6,1.092995349,0,0,COAD/READ
170,APC,NA,NA,NA,NA,NA,NA,4.19E-12,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
171,ARID1A,NA,NA,NA,NA,NA,NA,0.0284789,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
172,ATXN1,NA,NA,NA,NA,NA,NA,2.19E-06,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
173,B2M,NA,NA,NA,NA,NA,NA,0.000134045,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
174,BCL9,NA,NA,NA,NA,NA,NA,0.006560622,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
175,CACNA1B,NA,NA,NA,NA,NA,NA,0.002510826,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
176,COL18A1,NA,NA,NA,NA,NA,NA,1.33E-05,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
177,CRTC1,NA,NA,NA,NA,NA,NA,0.04539712,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
178,CTSA,NA,NA,NA,NA,NA,NA,0.0369486,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
179,FBXW7,NA,NA,NA,NA,NA,NA,2.31E-06,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
180,HLA-B,NA,NA,NA,NA,NA,NA,0.04539712,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
181,HNRNPL,NA,NA,NA,NA,NA,NA,0.000636908,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
182,IRF5,NA,NA,NA,NA,NA,NA,1.51E-06,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
183,KCNN3,NA,NA,NA,NA,NA,NA,1.59E-11,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
184,NEFH,NA,NA,NA,NA,NA,NA,3.41E-08,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
185,PHF2,NA,NA,NA,NA,NA,NA,0.004185797,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
186,PPM1E,NA,NA,NA,NA,NA,NA,9.79E-10,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
187,RALY,NA,NA,NA,NA,NA,NA,3.00E-07,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
188,RNF43,NA,NA,NA,NA,NA,NA,1.24E-11,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
189,SLC5A10,NA,NA,NA,NA,NA,NA,0.02607623,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
190,SOX9,NA,NA,NA,NA,NA,NA,7.21E-12,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
191,TBP,NA,NA,NA,NA,NA,NA,8.49E-06,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
192,TCF7L2,NA,NA,NA,NA,NA,NA,0.000670778,NA,NA,NA,NA,NA,NA,NA,1,0,COAD/READ
193,ATL1,0.5,0.35441446,1.410777652,0.067046648,0.096547173,0.1602396,1,558,22,2,1,1,2,1.410777652,0,0,GBM
194,BRAF,0.833333333,0.153641068,5.423897033,0.022548873,0.07100645,0.0554577,1,766,53,2,5,1,6,5.423897033,0,0,GBM
